,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes
9082,Germany,Potatoes,2007,423470,700,40740.64
9083,Germany,Soybeans,2007,10000,700,40740.64
9084,Germany,Soybeans,2007,10000,700,40740.64
9085,Germany,Soybeans,2007,10000,700,40740.64
9086,Germany,Wheat,2007,69611,700,40740.64
9087,Germany,Wheat,2007,69611,700,40740.64
9088,Germany,Wheat,2007,69611,700,40740.64
9089,Germany,Maize,2008,98099,700,43413.01
9090,Germany,Maize,2008,98099,700,43413.01
9091,Germany,Maize,2008,98099,700,43413.01
9092,Germany,Potatoes,2008,437606,700,43413.01
9093,Germany,Potatoes,2008,437606,700,43413.01
9094,Germany,Potatoes,2008,437606,700,43413.01
9095,Germany,Soybeans,2008,10000,700,43413.01
9096,Germany,Soybeans,2008,10000,700,43413.01
9097,Germany,Soybeans,2008,10000,700,43413.01
9098,Germany,Wheat,2008,80873,700,43413.01
9099,Germany,Wheat,2008,80873,700,43413.01
9100,Germany,Wheat,2008,80873,700,43413.01
9101,Germany,Maize,2009,97500,700,39289.43
9102,Germany,Maize,2009,97500,700,39289.43
9103,Germany,Maize,2009,97500,700,39289.43
9104,Germany,Potatoes,2009,443045,700,39289.43
9105,Germany,Potatoes,2009,443045,700,39289.43
9106,Germany,Potatoes,2009,443045,700,39289.43
9107,Germany,Soybeans,2009,10000,700,39289.43
9108,Germany,Soybeans,2009,10000,700,39289.43
9109,Germany,Soybeans,2009,10000,700,39289.43
9110,Germany,Wheat,2009,78091,700,39289.43
9111,Germany,Wheat,2009,78091,700,39289.43
9112,Germany,Wheat,2009,78091,700,39289.43
9113,Germany,Maize,2010,90261,700,40832.42
9114,Germany,Maize,2010,90261,700,40832.42
9115,Germany,Maize,2010,90261,700,40832.42
9116,Germany,Potatoes,2010,398758,700,40832.42
9117,Germany,Potatoes,2010,398758,700,40832.42
9118,Germany,Potatoes,2010,398758,700,40832.42
9119,Germany,Soybeans,2010,20000,700,40832.42
9120,Germany,Soybeans,2010,20000,700,40832.42
9121,Germany,Soybeans,2010,20000,700,40832.42
9122,Germany,Wheat,2010,72120,700,40832.42
9123,Germany,Wheat,2010,72120,700,40832.42
9124,Germany,Wheat,2010,72120,700,40832.42
9125,Germany,Maize,2011,106243,700,43754.35
9126,Germany,Maize,2011,106243,700,43754.35
9127,Germany,Maize,2011,106243,700,43754.35
9128,Germany,Potatoes,2011,457565,700,43754.35
9129,Germany,Potatoes,2011,457565,700,43754.35
9130,Germany,Potatoes,2011,457565,700,43754.35
9131,Germany,Soybeans,2011,15000,700,43754.35
9132,Germany,Soybeans,2011,15000,700,43754.35
9133,Germany,Soybeans,2011,15000,700,43754.35
9134,Germany,Wheat,2011,70139,700,43754.35
9135,Germany,Wheat,2011,70139,700,43754.35
9136,Germany,Wheat,2011,70139,700,43754.35
9137,Germany,Maize,2012,104802,700,45522.5
9138,Germany,Maize,2012,104802,700,45522.5
9139,Germany,Maize,2012,104802,700,45522.5
9140,Germany,Potatoes,2012,447570,700,45522.5
9141,Germany,Potatoes,2012,447570,700,45522.5
9142,Germany,Potatoes,2012,447570,700,45522.5
9143,Germany,Soybeans,2012,20000,700,45522.5
9144,Germany,Soybeans,2012,20000,700,45522.5
9145,Germany,Soybeans,2012,20000,700,45522.5
9146,Germany,Wheat,2012,73312,700,45522.5
9147,Germany,Wheat,2012,73312,700,45522.5
9148,Germany,Wheat,2012,73312,700,45522.5
9149,Germany,Maize,2013,88276,700,43756.1
9150,Germany,Maize,2013,88276,700,43756.1
9151,Germany,Maize,2013,88276,700,43756.1
9152,Germany,Potatoes,2013,398258,700,43756.1
9153,Germany,Potatoes,2013,398258,700,43756.1
9154,Germany,Potatoes,2013,398258,700,43756.1
9155,Germany,Soybeans,2013,20000,700,43756.1
9156,Germany,Soybeans,2013,20000,700,43756.1
9157,Germany,Soybeans,2013,20000,700,43756.1
9158,Germany,Wheat,2013,79979,700,43756.1
9159,Germany,Wheat,2013,79979,700,43756.1
9160,Germany,Wheat,2013,79979,700,43756.1
9161,Ghana,Cassava,1990,84170,1187,65.8
9162,Ghana,Maize,1990,11889,1187,65.8
9163,Ghana,Plantains and others,1990,61890,1187,65.8
9164,Ghana,"Rice, paddy",1990,16510,1187,65.8
9165,Ghana,Sorghum,1990,6310,1187,65.8
9166,Ghana,Yams,1990,73451,1187,65.8
9167,Ghana,Cassava,1991,106630,1187,65.8
9168,Ghana,Maize,1991,15260,1187,65.8
9169,Ghana,Plantains and others,1991,67914,1187,65.8
9170,Ghana,"Rice, paddy",1991,15901,1187,65.8
9171,Ghana,Sorghum,1991,9193,1187,65.8
9172,Ghana,Yams,1991,115790,1187,65.8
9173,Ghana,Cassava,1992,102591,1187,65.8
9174,Ghana,Maize,1992,12040,1187,65.8
9175,Ghana,Plantains and others,1992,68873,1187,65.8
9176,Ghana,"Rice, paddy",1992,16499,1187,65.8
9177,Ghana,Sorghum,1992,8422,1187,65.8
9178,Ghana,Yams,1992,104034,1187,65.8
9179,Ghana,Cassava,1993,112309,1187,65.8
9180,Ghana,Maize,1993,15092,1187,65.8
9181,Ghana,Plantains and others,1993,80432,1187,65.8
9182,Ghana,"Rice, paddy",1993,20389,1187,65.8
9183,Ghana,Sorghum,1993,10604,1187,65.8
9184,Ghana,Yams,1993,131606,1187,65.8
9185,Ghana,Cassava,1994,115776,1187,65.8
9186,Ghana,Maize,1994,14933,1187,65.8
9187,Ghana,Plantains and others,1994,80365,1187,65.8
9188,Ghana,"Rice, paddy",1994,20062,1187,65.8
9189,Ghana,Sorghum,1994,10825,1187,65.8
9190,Ghana,Yams,1994,110256,1187,65.8
9191,Ghana,Cassava,1995,119924,1187,65.8
9192,Ghana,Maize,1995,15020,1187,65.8
9193,Ghana,Plantains and others,1995,77059,1187,65.8
9194,Ghana,"Rice, paddy",1995,20192,1187,65.8
9195,Ghana,Sorghum,1995,10765,1187,65.8
9196,Ghana,Yams,1995,120710,1187,65.8
9197,Ghana,Cassava,1996,120392,1187,1575.5
9198,Ghana,Maize,1996,15153,1187,1575.5
9199,Ghana,Plantains and others,1996,79711,1187,1575.5
9200,Ghana,"Rice, paddy",1996,20496,1187,1575.5
9201,Ghana,Sorghum,1996,11245,1187,1575.5
9202,Ghana,Sweet potatoes,1996,13596,1187,1575.5
9203,Ghana,Yams,1996,127793,1187,1575.5
9204,Ghana,Cassava,1997,118777,1187,502
9205,Ghana,Maize,1997,15285,1187,502
9206,Ghana,Plantains and others,1997,80890,1187,502
9207,Ghana,"Rice, paddy",1997,16746,1187,502
9208,Ghana,Sorghum,1997,10278,1187,502
9209,Ghana,Sweet potatoes,1997,13593,1187,502
9210,Ghana,Yams,1997,128490,1187,502
9211,Ghana,Cassava,1998,113891,1187,297.78
9212,Ghana,Maize,1998,14850,1187,297.78
9213,Ghana,Plantains and others,1998,77780,1187,297.78
9214,Ghana,"Rice, paddy",1998,14847,1187,297.78
9215,Ghana,Sorghum,1998,11656,1187,297.78
9216,Ghana,Sweet potatoes,1998,13617,1187,297.78
9217,Ghana,Yams,1998,128148,1187,297.78
9218,Ghana,Cassava,1999,122528,1187,114.13
9219,Ghana,Maize,1999,14557,1187,114.13
9220,Ghana,Plantains and others,1999,81007,1187,114.13
9221,Ghana,"Rice, paddy",1999,19919,1187,114.13
9222,Ghana,Sorghum,1999,9689,1187,114.13
9223,Ghana,Sweet potatoes,1999,13846,1187,114.13
9224,Ghana,Yams,1999,133871,1187,114.13
9225,Ghana,Cassava,2000,122812,1187,81.63
9226,Ghana,Maize,2000,14578,1187,81.63
9227,Ghana,Plantains and others,2000,79071,1187,81.63
9228,Ghana,"Rice, paddy",2000,21589,1187,81.63
9229,Ghana,Sorghum,2000,9692,1187,81.63
9230,Ghana,Sweet potatoes,2000,13953,1187,81.63
9231,Ghana,Yams,2000,128847,1187,81.63
9232,Ghana,Cassava,2001,123436,1187,82
9233,Ghana,Maize,2001,13150,1187,82
9234,Ghana,Plantains and others,2001,78227,1187,82
9235,Ghana,"Rice, paddy",2001,20185,1187,82
9236,Ghana,Sorghum,2001,8499,1187,82
9237,Ghana,Sweet potatoes,2001,14066,1187,82
9238,Ghana,Yams,2001,123414,1187,82
9239,Ghana,Cassava,2002,122489,1187,89.88
9240,Ghana,Maize,2002,14900,1187,89.88
9241,Ghana,Plantains and others,2002,82297,1187,89.88
9242,Ghana,"Rice, paddy",2002,22799,1187,89.88
9243,Ghana,Sorghum,2002,9375,1187,89.88
9244,Ghana,Sweet potatoes,2002,14071,1187,89.88
9245,Ghana,Yams,2002,129996,1187,89.88
9246,Ghana,Cassava,2004,124228,1187,134.25
9247,Ghana,Maize,2004,15794,1187,134.25
9248,Ghana,Plantains and others,2004,84670,1187,134.25
9249,Ghana,"Rice, paddy",2004,20253,1187,134.25
9250,Ghana,Sorghum,2004,9627,1187,134.25
9251,Ghana,Sweet potatoes,2004,14259,1187,134.25
9252,Ghana,Yams,2004,125220,1187,134.25
9253,Ghana,Cassava,2005,127560,1187,166.16
9254,Ghana,Maize,2005,15613,1187,166.16
9255,Ghana,Plantains and others,2005,96276,1187,166.16
9256,Ghana,"Rice, paddy",2005,23917,1187,166.16
9257,Ghana,Sorghum,2005,10000,1187,166.16
9258,Ghana,Sweet potatoes,2005,13869,1187,166.16
9259,Ghana,Yams,2005,108072,1187,166.16
9260,Ghana,Cassava,2006,122000,1187,771.58
9261,Ghana,Maize,2006,14994,1187,771.58
9262,Ghana,Plantains and others,2006,96990,1187,771.58
9263,Ghana,"Rice, paddy",2006,20000,1187,771.58
9264,Ghana,Sorghum,2006,9844,1187,771.58
9265,Ghana,Sweet potatoes,2006,14765,1187,771.58
9266,Ghana,Yams,2006,131938,1187,771.58
9267,Ghana,Cassava,2007,127640,1187,119.86
9268,Ghana,Maize,2007,15437,1187,119.86
9269,Ghana,Plantains and others,2007,105924,1187,119.86
9270,Ghana,"Rice, paddy",2007,17015,1187,119.86
9271,Ghana,Sorghum,2007,7427,1187,119.86
9272,Ghana,Sweet potatoes,2007,15242,1187,119.86
9273,Ghana,Yams,2007,135233,1187,119.86
9274,Ghana,Cassava,2008,135145,1187,350.83
9275,Ghana,Maize,2008,17371,1187,350.83
9276,Ghana,Plantains and others,2008,107039,1187,350.83
9277,Ghana,"Rice, paddy",2008,22735,1187,350.83
9278,Ghana,Sorghum,2008,11997,1187,350.83
9279,Ghana,Sweet potatoes,2008,15759,1187,350.83
9280,Ghana,Yams,2008,140831,1187,350.83
9281,Ghana,Cassava,2009,138074,1187,378.97
9282,Ghana,Maize,2009,16969,1187,378.97
9283,Ghana,Plantains and others,2009,109659,1187,378.97
9284,Ghana,"Rice, paddy",2009,24109,1187,378.97
9285,Ghana,Sorghum,2009,13119,1187,378.97
9286,Ghana,Sweet potatoes,2009,16326,1187,378.97
9287,Ghana,Yams,2009,152555,1187,378.97
9288,Ghana,Cassava,2010,154330,1187,378.97
9289,Ghana,Maize,2010,18874,1187,378.97
9290,Ghana,Plantains and others,2010,107868,1187,378.97
9291,Ghana,"Rice, paddy",2010,27126,1187,378.97
9292,Ghana,Sorghum,2010,12846,1187,378.97
9293,Ghana,Sweet potatoes,2010,16904,1187,378.97
9294,Ghana,Yams,2010,154841,1187,378.97
9295,Ghana,Cassava,2011,160124,1187,378.97
9296,Ghana,Maize,2011,16458,1187,378.97
9297,Ghana,Plantains and others,2011,107574,1187,378.97
9298,Ghana,"Rice, paddy",2011,23495,1187,378.97
9299,Ghana,Sorghum,2011,11790,1187,378.97
9300,Ghana,Sweet potatoes,2011,17687,1187,378.97
9301,Ghana,Yams,2011,155906,1187,378.97
9302,Ghana,Cassava,2012,167489,1187,378.97
9303,Ghana,Maize,2012,18712,1187,378.97
9304,Ghana,Plantains and others,2012,105443,1187,378.97
9305,Ghana,"Rice, paddy",2012,25386,1187,378.97
9306,Ghana,Sorghum,2012,12129,1187,378.97
9307,Ghana,Sweet potatoes,2012,18243,1187,378.97
9308,Ghana,Yams,2012,155717,1187,378.97
9309,Ghana,Cassava,2013,182704,1187,378.97
9310,Ghana,Maize,2013,17240,1187,378.97
9311,Ghana,Plantains and others,2013,108397,1187,378.97
9312,Ghana,"Rice, paddy",2013,26378,1187,378.97
9313,Ghana,Sorghum,2013,11369,1187,378.97
9314,Ghana,Sweet potatoes,2013,18243,1187,378.97
9315,Ghana,Yams,2013,167820,1187,378.97
9316,Greece,Maize,1990,96965,652,7420
9317,Greece,Potatoes,1990,189470,652,7420
9318,Greece,"Rice, paddy",1990,60000,652,7420
9319,Greece,Sorghum,1990,20000,652,7420
9320,Greece,Soybeans,1990,30000,652,7420
9321,Greece,Sweet potatoes,1990,168333,652,7420
9322,Greece,Wheat,1990,19332,652,7420
9323,Greece,Maize,1991,101042,652,7420
9324,Greece,Potatoes,1991,202182,652,7420
9325,Greece,"Rice, paddy",1991,54938,652,7420
9326,Greece,Sorghum,1991,30000,652,7420
9327,Greece,Soybeans,1991,27500,652,7420
9328,Greece,Sweet potatoes,1991,200958,652,7420
9329,Greece,Wheat,1991,31183,652,7420
9330,Greece,Maize,1992,99762,652,7869
9331,Greece,Potatoes,1992,204323,652,7869
9332,Greece,"Rice, paddy",1992,73611,652,7869
9333,Greece,Sorghum,1992,20000,652,7869
9334,Greece,Soybeans,1992,30000,652,7869
9335,Greece,Sweet potatoes,1992,235305,652,7869
9336,Greece,Wheat,1992,24315,652,7869
9337,Greece,Maize,1993,98951,652,8826
9338,Greece,Potatoes,1993,202484,652,8826
9339,Greece,"Rice, paddy",1993,73904,652,8826
9340,Greece,Sorghum,1993,56238,652,8826
9341,Greece,Soybeans,1993,24307,652,8826
9342,Greece,Sweet potatoes,1993,207924,652,8826
9343,Greece,Wheat,1993,22952,652,8826
9344,Greece,Maize,1994,97800,652,6341
9345,Greece,Potatoes,1994,200479,652,6341
9346,Greece,"Rice, paddy",1994,80813,652,6341
9347,Greece,Sorghum,1994,37895,652,6341
9348,Greece,Soybeans,1994,20107,652,6341
9349,Greece,Sweet potatoes,1994,207442,652,6341
9350,Greece,Wheat,1994,27510,652,6341
9351,Greece,Maize,1995,100563,652,6663
9352,Greece,Potatoes,1995,200585,652,6663
9353,Greece,"Rice, paddy",1995,81057,652,6663
9354,Greece,Sorghum,1995,37299,652,6663
9355,Greece,Soybeans,1995,20000,652,6663
9356,Greece,Sweet potatoes,1995,146082,652,6663
9357,Greece,Wheat,1995,26341,652,6663
9358,Greece,Maize,1996,99314,652,7296
9359,Greece,Potatoes,1996,200578,652,7296
9360,Greece,"Rice, paddy",1996,77561,652,7296
9361,Greece,Sorghum,1996,36635,652,7296
9362,Greece,Soybeans,1996,22376,652,7296
9363,Greece,Sweet potatoes,1996,159367,652,7296
9364,Greece,Wheat,1996,24149,652,7296
9365,Greece,Maize,1997,104030,652,9223
9366,Greece,Potatoes,1997,191769,652,9223
9367,Greece,"Rice, paddy",1997,74739,652,9223
9368,Greece,Sorghum,1997,22680,652,9223
9369,Greece,Soybeans,1997,22651,652,9223
9370,Greece,Sweet potatoes,1997,126837,652,9223
9371,Greece,Wheat,1997,24172,652,9223
9372,Greece,Maize,1998,88247,652,10702
9373,Greece,Potatoes,1998,202472,652,10702
9374,Greece,"Rice, paddy",1998,72195,652,10702
9375,Greece,Sorghum,1998,19251,652,10702
9376,Greece,Soybeans,1998,23611,652,10702
9377,Greece,Sweet potatoes,1998,130777,652,10702
9378,Greece,Wheat,1998,24379,652,10702
9379,Greece,Maize,1999,95128,652,9635
9380,Greece,Potatoes,1999,199050,652,9635
9381,Greece,"Rice, paddy",1999,73028,652,9635
9382,Greece,Sorghum,1999,33852,652,9635
9383,Greece,Soybeans,1999,15645,652,9635
9384,Greece,Sweet potatoes,1999,184298,652,9635
9385,Greece,Wheat,1999,23910,652,9635
9386,Greece,Maize,2000,96708,652,10627
9387,Greece,Potatoes,2000,207228,652,10627
9388,Greece,"Rice, paddy",2000,70098,652,10627
9389,Greece,Sorghum,2000,21021,652,10627
9390,Greece,Soybeans,2000,17429,652,10627
9391,Greece,Sweet potatoes,2000,153007,652,10627
9392,Greece,Wheat,2000,26666,652,10627
9393,Greece,Maize,2001,103463,652,10725
9394,Greece,Potatoes,2001,204626,652,10725
9395,Greece,"Rice, paddy",2001,71151,652,10725
9396,Greece,Sorghum,2001,35212,652,10725
9397,Greece,Soybeans,2001,16404,652,10725
9398,Greece,Sweet potatoes,2001,176963,652,10725
9399,Greece,Wheat,2001,25096,652,10725
9400,Greece,Maize,2002,99544,652,11852
9401,Greece,Potatoes,2002,193885,652,11852
9402,Greece,"Rice, paddy",2002,73683,652,11852
9403,Greece,Sorghum,2002,31008,652,11852
9404,Greece,Soybeans,2002,19730,652,11852
9405,Greece,Sweet potatoes,2002,186335,652,11852
9406,Greece,Wheat,2002,23432,652,11852
9407,Greece,Maize,2004,101088,652,11594
9408,Greece,Potatoes,2004,202638,652,11594
9409,Greece,"Rice, paddy",2004,71038,652,11594
9410,Greece,Sorghum,2004,16230,652,11594
9411,Greece,Soybeans,2004,1265,652,11594
9412,Greece,Sweet potatoes,2004,205463,652,11594
9413,Greece,Wheat,2004,24757,652,11594
9414,Greece,Maize,2005,103033,652,12083
9415,Greece,Potatoes,2005,200680,652,12083
9416,Greece,"Rice, paddy",2005,74059,652,12083
9417,Greece,Sorghum,2005,13554,652,12083
9418,Greece,Soybeans,2005,3716,652,12083
9419,Greece,Sweet potatoes,2005,186025,652,12083
9420,Greece,Wheat,2005,24058,652,12083
9421,Greece,Maize,2006,101383,652,7505.3
9422,Greece,Potatoes,2006,198412,652,7505.3
9423,Greece,"Rice, paddy",2006,77137,652,7505.3
9424,Greece,Sorghum,2006,16446,652,7505.3
9425,Greece,Soybeans,2006,21491,652,7505.3
9426,Greece,Sweet potatoes,2006,186165,652,7505.3
9427,Greece,Wheat,2006,22859,652,7505.3
9428,Greece,Maize,2007,100223,652,7345.7
9429,Greece,Potatoes,2007,206388,652,7345.7
9430,Greece,"Rice, paddy",2007,76337,652,7345.7
9431,Greece,Sorghum,2007,11533,652,7345.7
9432,Greece,Soybeans,2007,21121,652,7345.7
9433,Greece,Sweet potatoes,2007,214260,652,7345.7
9434,Greece,Wheat,2007,22353,652,7345.7
9435,Greece,Maize,2008,104810,652,5130.8
9436,Greece,Potatoes,2008,201148,652,5130.8
9437,Greece,"Rice, paddy",2008,73731,652,5130.8
9438,Greece,Sorghum,2008,10635,652,5130.8
9439,Greece,Soybeans,2008,3684,652,5130.8
9440,Greece,Sweet potatoes,2008,211841,652,5130.8
9441,Greece,Wheat,2008,27769,652,5130.8
9442,Greece,Maize,2009,104326,652,3404.4
9443,Greece,Potatoes,2009,207007,652,3404.4
9444,Greece,"Rice, paddy",2009,76682,652,3404.4
9445,Greece,Sorghum,2009,21040,652,3404.4
9446,Greece,Soybeans,2009,19920,652,3404.4
9447,Greece,Sweet potatoes,2009,204975,652,3404.4
9448,Greece,Wheat,2009,27436,652,3404.4
9449,Greece,Maize,2010,103818,652,5607.7
9450,Greece,Potatoes,2010,206835,652,5607.7
9451,Greece,"Rice, paddy",2010,69283,652,5607.7
9452,Greece,Sorghum,2010,16082,652,5607.7
9453,Greece,Soybeans,2010,27089,652,5607.7
9454,Greece,Sweet potatoes,2010,215419,652,5607.7
9455,Greece,Wheat,2010,26044,652,5607.7
9456,Greece,Maize,2011,107069,652,8189.8
9457,Greece,Potatoes,2011,202160,652,8189.8
9458,Greece,"Rice, paddy",2011,81086,652,8189.8
9459,Greece,Sorghum,2011,7930,652,8189.8
9460,Greece,Soybeans,2011,25449,652,8189.8
9461,Greece,Sweet potatoes,2011,197379,652,8189.8
9462,Greece,Wheat,2011,27004,652,8189.8
9463,Greece,Maize,2012,104559,652,8002.2
9464,Greece,Potatoes,2012,199165,652,8002.2
9465,Greece,"Rice, paddy",2012,74926,652,8002.2
9466,Greece,Sorghum,2012,14311,652,8002.2
9467,Greece,Soybeans,2012,25983,652,8002.2
9468,Greece,Sweet potatoes,2012,199034,652,8002.2
9469,Greece,Wheat,2012,26650,652,8002.2
9470,Greece,Maize,2013,106689,652,8081.72
9471,Greece,Potatoes,2013,206787,652,8081.72
9472,Greece,"Rice, paddy",2013,83964,652,8081.72
9473,Greece,Sorghum,2013,26357,652,8081.72
9474,Greece,Soybeans,2013,27376,652,8081.72
9475,Greece,Sweet potatoes,2013,221642,652,8081.72
9476,Greece,Wheat,2013,27777,652,8081.72
9477,Guatemala,Cassava,1990,31400,1996,12004.33
9478,Guatemala,Maize,1990,20052,1996,12004.33
9479,Guatemala,Plantains and others,1990,394286,1996,12004.33
9480,Guatemala,Potatoes,1990,210685,1996,12004.33
9481,Guatemala,"Rice, paddy",1990,31111,1996,12004.33
9482,Guatemala,Sorghum,1990,16237,1996,12004.33
9483,Guatemala,Soybeans,1990,26288,1996,12004.33
9484,Guatemala,Wheat,1990,19983,1996,12004.33
9485,Guatemala,Cassava,1991,29167,1996,12004.33
9486,Guatemala,Maize,1991,18442,1996,12004.33
9487,Guatemala,Plantains and others,1991,411910,1996,12004.33
9488,Guatemala,Potatoes,1991,207137,1996,12004.33
9489,Guatemala,"Rice, paddy",1991,28745,1996,12004.33
9490,Guatemala,Sorghum,1991,11759,1996,12004.33
9491,Guatemala,Soybeans,1991,26283,1996,12004.33
9492,Guatemala,Wheat,1991,20124,1996,12004.33
9493,Guatemala,Cassava,1992,31957,1996,12004.33
9494,Guatemala,Maize,1992,18831,1996,12004.33
9495,Guatemala,Plantains and others,1992,418505,1996,12004.33
9496,Guatemala,Potatoes,1992,204371,1996,12004.33
9497,Guatemala,"Rice, paddy",1992,26021,1996,12004.33
9498,Guatemala,Sorghum,1992,12008,1996,12004.33
9499,Guatemala,Soybeans,1992,25441,1996,12004.33
9500,Guatemala,Wheat,1992,20000,1996,12004.33
9501,Guatemala,Cassava,1993,31806,1996,12004.33
9502,Guatemala,Maize,1993,18506,1996,12004.33
9503,Guatemala,Plantains and others,1993,418505,1996,12004.33
9504,Guatemala,Potatoes,1993,207000,1996,12004.33
9505,Guatemala,"Rice, paddy",1993,27338,1996,12004.33
9506,Guatemala,Sorghum,1993,11691,1996,12004.33
9507,Guatemala,Soybeans,1993,28902,1996,12004.33
9508,Guatemala,Sweet potatoes,1993,62500,1996,12004.33
9509,Guatemala,Wheat,1993,19924,1996,12004.33
9510,Guatemala,Cassava,1994,32084,1996,12004.33
9511,Guatemala,Maize,1994,19569,1996,12004.33
9512,Guatemala,Plantains and others,1994,418505,1996,12004.33
9513,Guatemala,Potatoes,1994,208248,1996,12004.33
9514,Guatemala,"Rice, paddy",1994,30022,1996,12004.33
9515,Guatemala,Sorghum,1994,8355,1996,12004.33
9516,Guatemala,Soybeans,1994,28389,1996,12004.33
9517,Guatemala,Sweet potatoes,1994,66667,1996,12004.33
9518,Guatemala,Wheat,1994,21025,1996,12004.33
